@relation taptap_reviews

@attribute text string
@attribute class {pos,neg}

@data
'金乌 可爱 捏',pos
'一个 玩 几次 知道 967 哪来',pos
'连续 出四彩 爽死',pos
'官方 客服 解决问题 能力 一等一 强 换 手机号 登 上去 号 666 礼拜 回复 问题 没 解决',neg
'玩法 不错 角色 特效 背景音乐 可能 喜欢 武器 更新 样式 不错 希望 官方 多出 玩法 新 武器 希望 官方 复刻 一下 道士 双鱼座 重要 事情 说 三遍 求 复刻 双鱼座 求 复刻 双鱼座 求 复刻 双鱼座',pos
'好玩 改 乱七八糟',pos
'真的 喜欢 逆水 寒 抽天赏 总是 抽 不到 衣服 好看 哒 推荐 玩',pos
'寒子 衣服 风格 不像 古代 真挺 在我心中 依然 稳固 隔壁 跳 飞 打斗 延迟 手 玩 习惯 帧 抬手 真 感觉 咋行 干 好好 东西',pos
'总结 没什么 意思 刚 不错 后面 感觉 无聊 建模 很顶',pos
'刚才 一局 巨爽 感谢 发牌 员 垂青 之前 辱骂 感到 抱歉',pos
'买 显示 购买 想 退款 退 不了',neg
'新卡真 好看 校园卡 yyds',pos
'垃圾 游戏 尊重 玩家 希望 zen 一直 保持 下去',neg
'活动 真的 不想 做 不想 点 不要 一直 强制 引导 需要 摁 头 玩游戏',neg
'联坤待 优化',pos
'玩 鸽游 很多年 歌和谱面 有意思 每次 心情 不好 打一 打歌 喜欢 音游 回游 之后 记录 没 好不容易 深夜 金色 说 没 没 等级 13 13 点 几来 今天 变成 10 希望 愚人节 开玩笑 解决 真的 会 哭 久 没有 引战 没有 意思 鸽游 值得 我会 一直 玩 下去 希望 找回 之前 记录 毕竟 心血',pos
'牛五 分手',pos
'非常 very good 有趣 流畅 度 通畅 不卡',pos
'太 需要 手机 配置 功耗 一下 手机 没电',pos
'抽卡 体验 329 抽是 保底 建议 兜里 没钱别 玩',neg
'非常 非常 好玩 玩起来 简单 有意思',pos
'主要 平板 电脑 玩 缺点 网游 单机 掺 一起 打本 不好玩 玩过 逆水 寒 月 不多 说 一梦 江湖 年 一梦 江湖 社交 副本 玩法 很棒 综合 不肝 氪 真 做到 剧情 不错 玩家 吐槽 点 一直 改 频率 不高 几次 更新 公告 里 大量 修改 认为 不错 可能 事事 完美 外观 自由度 剧情 画质 很棒 副本 BOSS 战斗 系统 缺少 强霸体 卸势 过于 强制 太 容易 一套 吃 满 最后 感谢 白 嫖 俩 八音 窍',pos
'恶心 痒 死 痒 死 游戏 游戏 bug bug 好玩 挺好玩 恶心 真 恶心 良心 真 手 试试 玩法 知道 样 网易 游戏 改不了 吃 刚 打一波 药 筛选 韭菜苗 测 底线 剩下 产粪割 韭菜 中午 玩会 行 早晚 会 卸 一堆 水军 刷 评分 真 网易 可玩性 随便 玩玩 就行 体验 体验',neg
'角色 剩下 一个 地图 少 一堆 剩下 三个 东西 会飞',pos
'国服 刚开 着急 入坑 氪 金想 抽 棉被 王 可惜 没出 弃 坑 一年 后面 回坑 慢慢 玩 活动 肝 完 每年 福袋 必买 后面 上班时间 不多后 慢慢 花钱 请代 肝 活动 现在 偶尔 上线 抽抽 卡 纪念 一下 曾经 唯一 一个 爆肝 游戏 希望 国服 有所 改变',pos
'退坑 搞 区别对待 昨天 情报 会 敷衍 说 本来 送 只不过 提前 说 做错 事 一点 道歉 一点 诚意 没有',neg
'永劫 无间 打死 匹配 敌人 队友 不能 整 实力 差不多 实力 匹 500 强',neg
'现在 限免 之前 要钱 玩 现在 理 直接 开玩 之前 玩 音游 phigros',pos
'赛季 一上午 死机 三次',neg
'初中 那会 估计 19 年 玩 中途 退 退回 回 一直 现在 每次 回游 一份 新 惊喜 算是 看着 小破游 中期 末期 那会 肝 江山 剧情 真的 喜欢 喜欢 做梦 会 梦 现在 回游 看看 数不清 新式 神 搞不懂 新 御魂 活动 老 几样 没 一点 创新 长进 剧情 暂时 没 细看 一期 剧情 做 一期 剧情 狗屎 估计 最后 一次 回游 五星 玩 游戏 阴阳师 地位 心里 没法 撼动 至少 在手 游 类型 中是 实际上 现在 情况 环境 来看 星 有点 嫌多',pos
'动漫 挺 还原 推荐',pos
'好玩 爱玩',pos
'只能 说 脸 黑别 玩 真的 保底 出 白发 两年 知道 喜欢 五 羊城 副本 听 指挥 配合 现在 战力 碾压 出 机甲 以后 真的 越来越 赛博 朋克 喜欢 古风 版本 四星 最后 爱',pos
'月入 坑 周年 庆 一直 玩 听说 雷暴 退 环境 可恶 从入 坑 一直 手 搓 雷玩到 现在 自律 炮队 好用 上瘾 直接 成为 雷暴 单推人 角色 删 推到 关服',pos
'我能 稍微 问 一下 说 初音 未来 联动 角色 额 图鉴 里面 没有',pos
'控制 强度 膨胀 好好 写 剧情',pos
'非常 耐玩 新 模式 有趣',pos
'手感 建模 一坨 比妮 姬 差远了',pos
'抢走 对象',neg
'好玩 好玩 打到 细胞 之后 不想 卸 二次 付费 有点 难 绷',pos
'想不开 玩 游戏 干 拿充 皮肤 钱 买个 3a 不香',neg
'玩 几个 小时 小萌 新 剧情 关卡 基本 解锁 自动 12 章 以后 满天 飞机 图要 手 玩 一玩 基本 自动 难度 应该 不高 打到 13 图 冲图 资源 获取 简单 玩长 一段时间 基本 溢出 钻石 石油 钻石 氪 金 刷图 随机 获得 钻石 委派 任务 概率 白 嫖 钻石 石油 获取 途径 更 溢出 不会 太缺 立绘 玩过 说好 睡觉 前 玩完 游戏 被子 总是 莫名 短 一截 侧身 盖住 全身 养成 说 极其 良心 升星 装备 等级 好感 系统 角色 抽到 不用 抽 对应 品质 布里 狗 粮 本体 升星 装备 特定 装备 任务 关刷 大多数 科技 箱开 强度 平衡 不必 担心 抽到 ur 基本 保值 第一艘 ur 现在 t0 表现 ssr 改造 成 ur 品质 角色 强度 在线 说 厌战 玩 点 时间 所说 那句 不好玩 战斗 确实 不怎么样 玩 几小时 不图 只图 回到 主 界面 之后 一句 指挥官 抱抱 埃尔德 里奇 张开 双臂',pos
'更新 之后 进 奇迹 之冠 直接 卡 退出 进 图鉴 一直 闪屏',neg
'玩法 增加 很多 设计',pos
'算了 游戏 节奏 魔方 想着 敷衍 过去 退 已经 顺从 魔方',neg
'超 喜欢 内测 现在 淡坑 从未 退坑 呜呜 昨晚 新 主线 难过 陈霆 一步 错 步步 错 实在 太苦 父亲 陈金辰 看起来 似乎 救 看起来 似乎 值得 期待 他会 赢钱 接到 城里 好日子 会 鼓励 好好学习 买 昂贵 奖励 可惜 一个 赌徒 良心 赌不起 尤其 赌徒 良心 巴洛 甫 夫 狗 听到 摇 骰 声音 流口水 赌 一辈子 赌输 满盘皆输 最让人 难过 拼命 挣扎 人生 饱受 良心 煎熬 一辈子 最后 短短 四段 录音 概括 只能 信仰 柏拉图 相信 灵魂 本来 纯洁 住 天上 理念 世界 以此 审判 饱受 良心 煎熬 希望 得偿 所愿 天堂 唯一 慰籍 周姐姐 没事 希望 活着 呜呜 呜呜 未名市 少有 活 下来 美人 姐姐 周姐姐 脸上 碎裂 蛛丝 束缚 蛛网 盛放 玫瑰',pos
'可玩 一定 记得 开 备份 一定',pos
'玩 一款 二游',pos
'真的 难受 我养 一年 无翼 坠机 充 钱 现在 感觉 玩 下去 真的 难受 错过 武士 裤 真的 尽力 保护',pos
'游戏 质量 行 考虑 中低端 玩家 更好 真的 坐牢',neg
'五星 好评 旁白',pos
'退坑 好几年 踩 一脚 这波 牛头人 剧情 爽死 还好 当年 抽卡非 退 早 寝室 里面 爸爸 欧 皇室 友们 得知 纸片 前妻 近况 我辈 义不容辞 说 兄弟 萌 回 哈哈哈哈 哈哈哈 谢谢 mhy 皮套 三年 过去 嘲笑 室友 哈哈哈哈 哈哈哈哈',neg
'金铲 铲 真的 好玩 游戏 没有 操作 全靠 运气 不想 赢 赢 不了 永远 十福 不了 每次 差个 拳套 差个 重铸器 金铲 铲 真的 太 好玩 真的 金铲 铲 真的 太 好玩',neg
'可玩性 走 格子 单调 无聊 想 肝 任务 全是 走 格子 一点儿 想 玩 下去 动力 没有 抽卡 万年 不变 开服 歪 忍 走 格子 疯狂 肝 干到 81 抽 没出 差点 脑袋 玩 清醒 立绘 建模 好看 支撑 下去 动力 之后 颗',pos
'自由度 随便 跑跑 门派 不错 不太会 表述 情感 游戏 不错',pos
'前提 PC 端 入坑 氪 128 双倍 98 双倍 128 大月卡 30 月 卡 抽 椿 人物 色情 游戏 确定 椿 A 战斗 角色 A 基本 噔 噔 噔 噔 噔 噔 噔 噔 噔 噔 噔 嘭 剧情 第一章 完全 AI 写 AI 写 逻辑 第二章 出彩 世界 竖 走 山顶 第一章 暗 显卡 调 久 达 不到 效果 推 主线 怪 一波接 一波 一波接 一波 一波接 一波 椿 一圈 一圈 一圈 一圈 一圈 一圈 推到 龙宫 底下 转 应该 百次 一个 怪 血 砸死 直接 卸载 一直 恶心 两天 信 私聊 送 鸣潮 以后 游戏 做 更 色情 一点 受众 一定 那群人 别以为 人物 地图 里 走 游戏 世界 DNF 世界',pos
'目前 二游 市场 里 福利待遇 算得 前列 某原 某潮 某铁 福利 很多',pos
'好玩 好玩 毕竟 已经 买 两套 之前 号 没 话 说 回来 不能 恶魔城 dlc 好好 修复 一下 bug 经常 两个 手机 会 出现 错误 档 彻底 废',pos
'经典 yyds 伟大 无需 多言 萌新 速成 推荐 种子 get fixed boi',pos
'真好玩',pos
'太 好玩 没有 新 皮肤',pos
'有人 扶贫 地铁 逃生',pos
'麻烦 封面 卡住 进不去 bug 修复 一下',pos
'主播 主播 维什 戴尔 太 吃 操作 有没有 更 简单 操作 单元',pos
'玩 四年 突然 知道 玩 意义 感觉 舟 适合 方舟 出 角色 速度 太快 剧情 群像 角色 塑造 很差 角色 当期 剧情 活动 出场 活动 结束 查无此人 喜欢 角色 当期 剧情 出场 过后 便 塑造 仅 两张 立绘 几句 语音 陪伴 几句 语音 没 几句 提到 主角 感觉 空洞 主角 感觉 存在 感 低 大部分 角色 主角 点头之交 喜欢 喜欢 角色 剧情 里 压根 不熟 光靠 想象 终究 无源之水 强求 角色 围着 转 可连 一个 没有 难 绷 想想也是 方舟 博士 性别 确定 安排 角色 喜欢 方舟 一个 二次元 游戏 终究 以卖 角色 为主 喜欢 磕 CP 喜欢 角色 生活 方舟 适合 想要 角色 抱 感情 方舟 适合 最后 想 骂 一句 鹰角 出 扫荡',neg
'蛋仔 天天 抄袭 福利 少 真的 不想 说 好多 那种 好看 皮肤 好多 蛋币 老 玩家 回归 一点点 垃圾 真的 很无语',neg
'角色 建模 好看 玩法 还好',pos
'枪械 手感 较差 类似 魔法 棒 感觉',neg
'想要 匕首 红皮',pos
'游戏 运营 说实话 挺 一言难尽 时间 占 太 严重 现在 只想 官方 减负 一下 不能 素材 本加个 扫荡 实在 不行 多倍 接受 攒 满 体力 养个 新 角色 进阶 材料 不够 刷 半天 技能 升级 材料 不够 刷 大半天 装备 进阶 材料 大半天 光盘 属性 垃圾 真是 刷 一遍 一遍 一遍 一遍 说真的 素材 副本 真的 没 必要 让玩家 浪费时间 重复 刷 一天 玩游戏 时间 几个 小怪 浪费时间 进出 加载 实在 乏味 恶心 时间 打点 不好',pos
'玩得 舒服 电子 盆栽 养 完全 没 问题 适合 这种 咸鱼 社畜 玩家',pos
'pc 玩家 说 玩 这款 游戏 之前 必定 有个 55 级 原神 账号 游戏 好坏 玩过 知道 非常 推荐 鸣潮 相较 原神 鸣潮 没有 太过 在乎 数值 世界 红怪 手法 能够 跨 很多 级别 打败 玩家 带来 操作 满足感 总体 原神 重合 仍然 致力于 塑造 特色 画面 音乐 剧情 非常 棒 攒 抽 容易 玩 天攒 75 抽 特别 吐槽 一点 这卡池 有点 难 绷 一个 新手 75 抽才 抽出来 一个 五星 还好 没 歪 真 崩溃 第一个 图是 一个 120 级 红怪 33 级 打过 这要 放原 神里 一眼',pos
'18 年 夏 玩 觉得 挺不错 zen 成长 体验 个人 觉得 不错 抽到 不了 多久 能养 式 神 技能 升级 黑蛋 不用 反复 抽 同一 只式 神 这是 萌新 大佬 抽到 完全 体 御魂 机制 觉得 算 优秀 智能 计算 套装 保存 套装 弃置 御魂 机制 方便 不用 一个 一个 找 特别 打大 活动 节省 很多 时间 资源 获取 资源 吝啬 新人 新区 开服 资源 肝 没肝过 懒 黑蛋 每个 星期 商店 会 一颗 片 黑蛋 碎片 每天 固定 活动 完 会 黑碎 寮 活动 概率 掉 黑碎 蓝票 神龛 里面 黑蛋 五星 四星 狗 粮 条件 考虑 具体 没数 应该 不算 少 加上 活动 更 祸津神 sp 烟 出 之前 先 言灵 455 现在 443 没差 比较 摆 情况 有点 练度 试试 秘闻 资源 很多 借个 大佬 式 神 九层 肝 挺 肝 觉得 行 懒 六道 从不 平安 京 奇谭 没 弄 御魂 不常刷 每次 绘卷 个头 像框 跑 路 斗技 没一速 纯 坐地 苟 五段 吃 保底 每天 上线 签到 挂机 庭院 崽 顺便 摸 两把 斗技 中途 换 号 初中 玩 渠道 服 离区 换 手机 之后 丢 弃游 久 不想 重新 之后 高 二 重新 下载 可能 比较 念旧 选 离区 没 吃 新手 福利 蟹 姬 小小 黑 长大 知道 当时 坚持 下来 脸 巨黑 朋友 十几 级 出 俩 莲花 羡慕 死 三十几 级 没有 SSR 抽卡 体验 简直 推荐 一下 摆子 玩 开心 反正 现在 保底 机制 不愁 抽 不到 SSR 每次 抽个 60 抽 两只 活动 一只 出 全看 命 不能 玩',pos
'一星 主要 新出 育 宠 抓 宠物 策划 想 这种 折磨 玩家 方法 真是 天才 不怎么 死活 反正 只会 不刷 搞 烦 搞 几分钟 自动 刷新 不行 问 客服 刷新 刷新 区别 想要 刷 一只 确实 挺 浪费时间 玩 游戏 耐心 一会 手动 刷 一群 人乌 泱泱 抢 美其名曰 自动 刷到 嘻嘻 搞 没 脾气 觉得 搞 这种 机制 占 大部分 责任 多人 说 进行 改进 想 这种 风气 继续下去',neg
'2025 01 25 二编 增加 肉鸽 打法 新 角色 养成 系统 荒原 新 玩法 魔精 工厂 佛系 玩家 表示 加任 加 诶 好像 挺 好玩儿 真香 JPG 沉迷 迷思 海 玩意儿 起来 鬃毛 邮报 更 有趣 凹爽 拍硬档 n 刷 看不腻 听 不腻 kuso 2024 07 30 一编 先叠个 甲 开服 玩家 主线 剧情 党 几乎 活动 佛系 玩家 XP 党 零 氪 玩家 思想 独立 杠 反正 觉得 没错 没错 觉得 错 会 改 开服 前 游戏 PV 一下子 画风 吸引住 没有 玩过 这种 复古 欧美 风 游戏 反手 一个 预约 不带 犹豫 了解 一下 游戏 机制 回合制 卡牌 游戏 在此之前 回合制 卡牌 游戏 兴趣 并不大 看着 PV 剧情 觉得 这会 回合制 卡牌 游戏 感兴趣 开端 事实证明 确实 开局 动画 深深 吸引住 开局 展现 世界观 冰山一角 上帝 视角 扮演 v2t 签上 名字 真名 一瞬间 感觉 签 会 灵魂 契约 看见 鬼灵精 怪 星娣 看见 时代 回溯 看见 特立独行 重塑 之手 看见 斯奈德 斯奈德 剧情 触动 最大 今日 印象 深刻 当时 完 斯奈德 剧情 直接 退坑 后来 玩 一段时间 退 一段时间 回游 目的 主要 抽 角色 主线 有空 养养 角色 打打 梦境 每个 角色 喜欢 喜欢 画风 总 感觉 看不腻 接下来 说点 深层 养成 系统 角色 养成 方面 洞悉 角色 等级 塑造 重复 角色 共鸣 角色 属性 心相 角色 武器 毕业 一个 角色 挺 废 肝 后面 升级 要用 材料 掉落 率 高 但六星 洞悉 三 60 级 共鸣 10 心相 星 50 级 够用 佛系 玩家 摊手 JPG 货币 系统 有点 肯定 坚持 做 每日 任务 每周 任务 抽卡 次数 绝对 包君满意 一个 佛系 玩家 做到 想 抽 up 池 抽到 up 角色 有空 补充 一下 战斗 系统 玩法 真不多 够用 毕竟 回合制 卡牌 游戏 玩法 差不差 属性 相克 可爱 live2d 小人 算 战斗 系统 一部分 自动 战斗 功能 聪明 ai 扫荡 功能 战斗 重现 不能 直接 扫荡 摊手 JPG 最后 夸夸 美术 真的 很棒 夸夸 文案 非常 棒 英配 入 坑 没 听 中配 只能 夸英配 英配 老师 配得 非常 142d 配 哼歌 那段 老师 特别 厉害 毕竟 有名 音乐 老师 真的 用心 最后 最后 抨击 一下 说 媚宅 那群人 封建 余孽 就别 重返 未来 穿越 清朝 裹 小脚 顺便 裹 一下 脑子 安安心心 穿着 包 严实 衣服 平方米 闺房 里 屏蔽掉 男人 注视 喜欢 角色 抽 就行了 歪到 不养 行 喜欢 说 喜欢 就行了 非 要说 媚宅 宅 说 喜欢 想要 一下 最近 v2t 事件 明白 真的 明白 是不是 游戏 没 玩 明白 是不是 语文 不过关 饰演 v2t v2t v2t 角色扮演 类 游戏 哥哥 姐姐 扮演 一个 性格 人生 经历 兴趣爱好 说 不能',pos
'美美 美美 怪 手感 不好 自行车 体验 不好 可能 我手 残',pos
'开 服老 玩家 第一天 上线 玩 两颗 星 纯粹 是因为 祈煜 一颗 不会 环境 差 抽完 一个 卡池 一个 混池 每次 只能 接近 保底 小鱼 太 尊重 新年 衣服 样式 宣传 卡面 老夫老妻 剧情 里 朋友 连累 充都 没有 现在 退游 不想 叠 纸 送 钱 只会 买 周边 单独 小鱼 过生日 卡 我充 好多钱 保底 出',neg
'可能 没有 代入 感 挺 代入 感 喜欢 二次元 里长 漂漂亮亮 出女 主党 这件 事 打成 女主党 挺 好笑 小陆 单推 后来 说 未定 女主党 不信 毕竟 正常 玩家 打成 女主 可能 原来 女主党 等于 正常 玩家 女主党 抖 音刷 视频 经常 刷到 玩 心疼 需要 心疼 真的 吃 想 技术 方面 吃 动态 卡面 全 动态 R 卡全 动态 男 主动 作丝滑 流畅 恋爱 感 恋爱 感觉 蔷薇 真的 一模一样 会 说 那种 话 上半年 文案 出 点 问题 下半年 搞不懂 这么久 快 四周 年 还会 有人 想 三周年 以前 事情 别家 出 事 捂 嘴 没事 未定 出 事 一年 拉 反复 鞭尸 哥登小三姐 想 说 三 偷窥 NXX 生活 别太 暗恋 资源 获取 感觉 不用 说 之前 b 站 up 主 算了 一下 资源 上面 国乙 未定 排 第二 加上 月 卡单 推 觉得 超级 今年 出 未定 立 每天 不用 狗 粮换 晶片 一张 mr 卡 真的 mr 卡画 出新 高度 真的 吃 太好了 技术 nb 评论 看到 几个 游戏 解 搅浑 水 说真的 别太 暗恋 阴暗 臭水沟 里 老鼠 推 不会 喜欢',pos
'打击 感 打击 感炫酷 色光 有种 科技 感 连招 缺点 招数 有点 少 基本 攻 重 之间 组合 这点 需 改进 闪避 大量 伤害 这点 可圈可点 最后 用终 秒 掉 怪 不错 平衡性 单机游戏 行 怪 麻烦 造成 不了 僵直 需要 运用 闪避 躲 伤害 制造 伤害 流 真不错 可玩性 不错 结局 旁白 性格 复杂 结局 半懵半 懂 准寻 自我 摆脱 控制 2D 游戏 算是 不错 剧情 耐人寻味 具有 教育 意义 运营 服务 这点 需要 改变 关卡 多一些 剧情 更 丰富 人物 连招 多一些 期待 出 第二代 两 小时 完 主线 犹大 一遍 觉得 不错 taptap 记时 榜 问题 玩 时间 后来 攻略 做 完成',pos
'目前 没有 好玩 双端 mmo',pos
'前一天 刚续 月 卡 今天 保底 继续 歪 十 抽 欧 原来 逗你玩 这十 抽 歪 辛苦 肝 一个 版本 刚充 米 你告 19 天 攒够 80 抽 发明 歪 角色 b 绝对 生活 浮 纯 恶心 付出 收获 充了 月 卡 不敢 想 零 氪 党 玩 下去 怪不得 游退 游率 高 搞 一次 心态 不崩 版本 任务 全做 出 做 打满 刚续 月 卡 搞 玩 现在 玩 钱花 退 不退 米游 光明 未来',neg
'我想 看泉奈 技能',neg
'以下 点 总结 一下 三角洲 目前 情况 段位 差距 问题 匹配 机制 组队 匹配 会 单人 匹配 更难 清仓 机制 现在 很多 新 玩家 进入 三角洲 已经 s3 赛季 重生 系统 现在 没有 做 说 做 没有 进度 具体 做 重生 系统 爆率 问题 Mhm 爆率 是不是 暗改 机密 爆率 实高时 低 高 一把 能出 400 多万 低 一把 只能 出 100 多万 损耗 已经 高达 50 80 万 更 低 几十万 希望 官方 重视 一下 爆率 不要 老是 忽高忽低 高 就学 暗区 低 野排 队友 问题 一抢 包二 骂人 三 好好 操作 bug 修复 dma 问题 感觉 三角洲 审核 机制 特别 完善 希望 官方 更加 完善 一下 开 dm a 开 外挂 玩家 惩罚 机制 不要 出现 玩 两个 赛季 老 玩家 说 号 被误 封 没 坐 挂车 滴 滴 bug 点位 没有 空气 墙 还会 出现 不到 情况 游戏卡 顿 画面 非常 卡顿 知道 怎么回事 最近 好像 服务器 爆 网速 忽高忽低 帧 率 差不多 60 90 帧 希望 改善 一下 服务器 点 电脑 版 内测 现在 s3 刚 删 问题 希望 官方 给予 回复 及时 处理',pos
'第一 第一个 接触 乙游 以下 包含 个人 理解 第二 刚过 第一章 感觉 乙游 代入 感 讨厌 吃海鲜 一章 中夏彦说 喜欢 吃海鲜 好像 说 感到 不适 第三 未定 女主 事件 有所 耳闻 对夏彦 真的 很感兴趣 大不了 当成 谈恋爱',pos
'剧情 自由度 挺 高 有点 掉 帧',pos
'二游 避难所 冷淡 风格 现在 热情 运营 转变 之大 看出 西山居 这款 游戏 重视 必中池 出现 深受 米池 毒害 玩家 有所改善 无论是 射击 手感 建模 精度 可圈可点 唯一 问题 角色 跳跃 不够 灵活 关卡 复杂 地形 中 变 扭 希望 优化 主要 玩法 太 过于 重复 不断 出 小游戏 看得出 主要 抽卡 养成 运行 算是 二游 通病',pos
'最起码 不会 官方 背刺 光头 滑 跪 挺快 辱 女 问题 女主党 问题 很快 玩家 快 今年 出去 逛 一圈 光头 官方 问题 比较 省心 推小夏 差点 意思 人设 写 有点 歪 小夏是 白切 黑 单纯 年 小狗 美工 额 说 经常 崩 圈外 朋友 知道 假笑 男孩 梗 白切 黑 芝麻汤圆 夏鸣星 白切 黑 芝麻汤圆 夏鸣星 白切 黑 芝麻汤圆 夏鸣星 白切 黑 芝麻汤圆 夏鸣星 白切 黑 芝麻汤圆 夏鸣星 白切 黑 芝麻汤圆 夏鸣星 今天 玩 光头 1052 天 希望 好好 正确对待 夏鸣星 人设 谢谢 恨',pos
'我太非 酋 卸',neg
'非常 时间 送 画质 清晰 游戏 种类 好玩 有趣 值得 推荐 市面上 云 游戏',pos
'开局 一手 好牌 现在 玩 稀烂',neg
'游戏 我米家 里面 最非 一款 角色 歪 离谱 抽个 命伊 芙琳 花 157 抽 抽个 雅 武器 歪 花 110 抽 抽个 邦 布花 抽数 群里邦布 几十 抽 随便 出 最欧 邦 布 67 抽才 出',neg
'剧情 冗长 无聊 抒情 太 导致 太 尴尬 活动 要求 练度 太高 要求 限定 角色 老 角色 不行 不多 出现 搞 心态 崩三 起码 崩三 小游戏 行 新 角色 很快 退 环境 要强 伤害 逆天 比崩铁 好多 每次 歪 没有 原石 错过 导致 纳塔 版本 难受 原因 知道 这点 单纯 吐槽 反正 最近 体验 很差 可能 主观 不喜 勿 喷',pos
'剧情 音乐 满分 神作 画面 确实 剧情 确实 封神 次 玩 初中 真的 很大 震撼 能出 一个 画质 重置 版 很棒',pos
'我入 坑 四五年 想到 原来 账号 没 感觉 悲哀 游戏 当时 推荐 国际 基岩 版 JAVA 版 网易 版 不行 真的 自由度 Good DIY 自由度 Good 世界 开放度 不用 说 模组 一大堆 慢慢 玩儿 可玩性 Good 画面 音乐 不用 说 马赛克 画质 音乐 个人感觉',pos
'好玩 好玩 网易 老登 气候 出小美 来个 碗 行',pos
'S3 末 玩 现在 慢慢 退游 和平 会 每个 赛季 巅峰 标 很多 bug 游戏 初衷 快乐',pos
'不能 加个 陀螺仪',pos
'十分 创意 游戏 好玩 主要 气 旁白',pos
'哇塞 今天 卡池 一百五十 抽 歪 三张 非自 推 常驻 最后 强娶 耶 太棒',pos
'游戏 没什么 问题 黑 海岸 传送门 解谜 里 机器人 不能 丨 强制 调 视角 难受 死 超 天才 云游 气笑 点进 云游 没 几个 不用 排队 一到 点人 直接 卡死 逼 退出 这素 二编 上次 仅过 20 分钟 其实 tap 云游 超多 神秘 黑色 花纹 超 多重 进 游戏 更 游戏 崩溃',pos
'知道 进不去 游戏 一直 卡',neg
'玩 第一款 乙女 游戏 喜欢 喜欢 喜欢 喜欢 喜欢 永远 滴夏 左莫陆 恋爱 感 价值观 真的 正',pos
'游戏 美工 世界观 之外 真的 没有 值得 入坑 理由 现在 出 新 角色 会 感觉 审美疲劳 开 服玩 快 两年 游戏 策划 没有 试图 主 玩法 关卡 爽过 不断 恶心 经常 会 新 活动 出点 新机制 小游戏 作业 抄 不了 硬 折磨 开服 所谓 副 游一跃 成为 需要 玩家 投入 一定 精力 主游 what can i say 高频率 强度 膨胀 零 氪 微 氪 抽个 塑 好好 做 规划 也许 接受 问题 出 做 无法 体验 过关 成就感 养成 满足 游戏性 乐趣 一种 幼稚 没什么 手段 菜鸟 策划 折磨 屈辱 感',neg
'干嘛 哥们 早六 起来 登 没进 不停 服 破 资源 卡死',neg
'是从 原神 退坑 之后 玩 总结 不错 至少 福利 上面 感觉 比原 神要 好些 新 深渊 太 坐牢 希望 优化',pos
'游戏 素质 可玩性 极其 优秀 手机 版 按键 设置 实在 一坨 联机 时会 出现 问题 boss 移动 瞬移 有时候 开 宝藏 带 掉落 物品 会 莫名 消失 希望 优化 一下 联机 希望 增加 一下 人物 存档 上限 我用 手柄 玩 泰拉 瑞亚 死 之后 复活 不能 移动',pos
'开 服老 玩家 玩 现在 前面 没什么 玩 确实 欧 几个 版本 现在 日活 高 之后 抽卡 没 160 抽 别想 出 高贵 米 家 游戏 这种 贱民 玩',neg
'奇遇 解谜 有点 难 加上 游戏 难度 有点 难 手机 画质 不太好 建议 玩电脑',pos
'希拉 不阴',neg
'艾希 出续 作 推推',pos
'翅膀 总共 4000',neg
'官方 负责 挺',pos
'玩 几天 方面 不错 战斗 系统 可能 是因为 玩战双 习惯性 去点 轮切 好像 游戏 没 切 适应 总体 不错 确实 一款 值得 好玩 游戏',pos
'找 回 账号 之前 一个 手机 微信 现在 qq 希望 能出 一个 找回 账号 键 一个 对应 渠道 服 号 之前 买过 可多 手册',neg
'火 男 玩意 真 超标 一开 无脑 冲拳 不削 人才 策划 精力 条 加上 会 死',neg
'新年 池 97 抽 一个 烛煌 五星 好评 直接 分期付款',neg
'几个 字 推荐 剧情 党 入手 剧情 没得说 好像 海洋 一个 特异 点 知道 不能 玩 下去 反正 剧情 有点 看不下去 剧情 党 特别 特别 推荐 入手 想入 坑 建议 不要 入坑 FGO 说实话 抽奖 机制 难受 平民 玩家 尽量 不要 抽 一个 特别 喜欢 xp 不要 强度 抽 角色 游戏 卷 强度 没 必要 保证 正常 剧情 就行了 可玩性 真的 很差 游戏 剧情 美术 差 游戏 新手 基本 见不着 没 必要 推荐 东西 回来 五星 是因为 图片 别酸 只能 发 三张 图片 两张 只能 说 实在 太 感谢 第一张 最后 一次 第二张 第一次 第三张 五宝 中 一张 下次 没 抽到 角色 差评',pos
'好玩 爱玩',pos
'说实话 一直 挺想 评论 和平 精英 官方 越来越 当回事 送 没 几个 充得 倒 不少 随便 一个 衣服 一个 车皮 轻则 几百 重 上千 环境 坨 魔 怔 魔 怔 疯 疯',neg
'可玩性 太低 游戏 建模 动作 设计 顶尖 高水平 文案 设计 十分 推荐',pos
